		AHCY	AKR1C1	ALUsq(Eurogentec)	ARHGEF7	BIRC5	CAMTA1	CAMTA2	CD44	CDCA5	CDH5	CDKN3	CLSTN1	CPSG3	DDC	DPYSL3	ECEL1	ELAVL4	EPB41L3	EPHA5	EPN2	FYN	GNB1	HIVEP2	HMBS	HPRT1	IGSF4	INPP1	MAP2K4	MAP7	MAPT	MCM2	MRPL3	MTSS1	MYCN(4)	NHLH2	NM23A	NRCAM	NTRK1	ODC1	PAICS	PDE4DIP	PIK3R1	PLAGL1	PLAT	PMP22	PRAME	PRDM2	PRKACB	PRKCZ	PTN	PTPRF	PTPRH	PTPRN2	QPCT	SCG2	SDHA(1)	SLC25A5	SLC6A8	SNAPC1	TNFRSF	TYMS	UBC(2)	ULK2	WSB1
	SSbetween	26.328984	21.681005	5.621663	27.194530	25.696783	28.930199	28.522347	25.329814	25.917844	26.856098	28.584781	23.113650	25.114718	25.548891	20.820423	25.480617	26.228288	24.650889	24.803777	24.747019	24.521131	25.971080	26.319218	25.707831	27.794353	25.120979	23.818504	25.441614	23.315478	26.981924	27.184432	24.553538	25.580605	25.079755	23.478620	22.811923	27.346784	26.626810	28.581815	23.523182	23.325517	27.078638	27.420281	24.713269	27.971631	24.935055	25.787690	22.260626	27.682120	27.694496	23.939528	27.680681	28.650746	27.099252	24.813003	25.445842	26.145198	26.126329	27.706032	26.871118	26.770316	25.056841	25.050660	26.228392
																																																																	
	stexy	0.128356	0.102523	0.446228	0.138378	0.139750	0.171991	0.145637	0.185295	0.125422	0.122052	0.151315	0.104672	0.090449	0.113832	0.142665	0.116858	0.109510	0.173599	0.173182	0.104410	0.122167	0.090580	0.116303	0.144646	0.177450	0.114363	0.115409	0.138386	0.169593	0.112165	0.157210	0.108146	0.142982	0.073297	0.114659	0.243319	0.135576	0.119409	0.101991	0.173914	0.148842	0.107284	0.128157	0.161837	0.125258	0.147171	0.168701	0.180808	0.090797	0.101872	0.141794	0.125194	0.108461	0.079215	0.104165	0.119878	0.117232	0.079996	0.130886	0.090317	0.091055	0.132879	0.148746	0.153285
	SSres	0.214177	0.136641	2.588547	0.248929	0.253891	0.384551	0.275733	0.446345	0.204500	0.193656	0.297653	0.142432	0.106354	0.168452	0.264593	0.177526	0.155903	0.391775	0.389898	0.141719	0.194022	0.106663	0.175844	0.271992	0.409353	0.170027	0.173151	0.248960	0.373901	0.163553	0.321295	0.152042	0.265770	0.069841	0.170907	0.769653	0.238951	0.185360	0.135228	0.393200	0.288002	0.149627	0.213515	0.340486	0.203965	0.281573	0.369980	0.424988	0.107172	0.134913	0.261372	0.203756	0.152929	0.081575	0.141056	0.186820	0.178663	0.083192	0.222706	0.106042	0.107782	0.229539	0.287630	0.305451
	SSregression	26.217310	21.666384	4.393026	27.049499	25.669966	28.918825	28.469537	25.192834	25.894331	26.795253	28.544508	23.091381	25.098370	25.506568	20.720401	25.456069	26.183827	24.584297	24.717935	24.722219	24.488872	25.928941	26.232819	25.557404	27.538033	25.044656	23.761304	25.299472	23.211887	26.950387	27.067577	24.536473	25.515399	25.042572	23.416373	22.380799	27.286640	26.581344	28.521471	23.380868	23.217207	27.034548	27.370358	24.652392	27.909491	24.873221	25.672312	22.115463	27.680880	27.641862	23.875101	27.615454	28.637572	27.086702	24.753848	25.396421	26.037680	26.117199	27.667930	26.843507	26.728719	25.012770	24.973176	26.158740
	SSderivation	0.111674	0.014621	1.228637	0.145031	0.026817	0.011374	0.052810	0.136980	0.023513	0.060845	0.040273	0.022269	0.016348	0.042322	0.100022	0.024548	0.044462	0.066592	0.085842	0.024800	0.032259	0.042139	0.086399	0.150428	0.256320	0.076323	0.057200	0.142142	0.103591	0.031537	0.116856	0.017066	0.065205	0.037183	0.062247	0.431124	0.060144	0.045466	0.060344	0.142314	0.108310	0.044090	0.049923	0.060878	0.062139	0.061833	0.115379	0.145164	0.001240	0.052634	0.064426	0.065227	0.013174	0.012550	0.059155	0.049421	0.107518	0.009130	0.038102	0.027611	0.041598	0.044071	0.077484	0.069652
																																																																	
16		SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS
	between	26.328984	21.681005	5.621663	27.194530	25.696783	28.930199	28.522347	25.329814	25.917844	26.856098	28.584781	23.113650	25.114718	25.548891	20.820423	25.480617	26.228288	24.650889	24.803777	24.747019	24.521131	25.971080	26.319218	25.707831	27.794353	25.120979	23.818504	25.441614	23.315478	26.981924	27.184432	24.553538	25.580605	25.079755	23.478620	22.811923	27.346784	26.626810	28.581815	23.523182	23.325517	27.078638	27.420281	24.713269	27.971631	24.935055	25.787690	22.260626	27.682120	27.694496	23.939528	27.680681	28.650746	27.099252	24.813003	25.445842	26.145198	26.126329	27.706032	26.871118	26.770316	25.056841	25.050660	26.228392
	regression	26.217310	21.666384	4.393026	27.049499	25.669966	28.918825	28.469537	25.192834	25.894331	26.795253	28.544508	23.091381	25.098370	25.506568	20.720401	25.456069	26.183827	24.584297	24.717935	24.722219	24.488872	25.928941	26.232819	25.557404	27.538033	25.044656	23.761304	25.299472	23.211887	26.950387	27.067577	24.536473	25.515399	25.042572	23.416373	22.380799	27.286640	26.581344	28.521471	23.380868	23.217207	27.034548	27.370358	24.652392	27.909491	24.873221	25.672312	22.115463	27.680880	27.641862	23.875101	27.615454	28.637572	27.086702	24.753848	25.396421	26.037680	26.117199	27.667930	26.843507	26.728719	25.012770	24.973176	26.158740
	derivation	0.111674	0.014621	1.228637	0.145031	0.026817	0.011374	0.052810	0.136980	0.023513	0.060845	0.040273	0.022269	0.016348	0.042322	0.100022	0.024548	0.044462	0.066592	0.085842	0.024800	0.032259	0.042139	0.086399	0.150428	0.256320	0.076323	0.057200	0.142142	0.103591	0.031537	0.116856	0.017066	0.065205	0.037183	0.062247	0.431124	0.060144	0.045466	0.060344	0.142314	0.108310	0.044090	0.049923	0.060878	0.062139	0.061833	0.115379	0.145164	0.001240	0.052634	0.064426	0.065227	0.013174	0.012550	0.059155	0.049421	0.107518	0.009130	0.038102	0.027611	0.041598	0.044071	0.077484	0.069652
	within	0.102503	0.122021	1.359910	0.103898	0.227074	0.373177	0.222923	0.309366	0.180987	0.132811	0.257380	0.120163	0.090006	0.126129	0.164571	0.152978	0.111442	0.325183	0.304055	0.116919	0.161763	0.064524	0.089445	0.121564	0.153032	0.093703	0.115951	0.106818	0.270310	0.132016	0.204440	0.134976	0.200565	0.032659	0.108661	0.338529	0.178808	0.139894	0.074884	0.250886	0.179692	0.105537	0.163592	0.279608	0.141825	0.219739	0.254601	0.279825	0.105932	0.082279	0.196946	0.138529	0.139755	0.069024	0.081901	0.137399	0.071145	0.074062	0.184604	0.078431	0.066185	0.185467	0.210146	0.235799
																																																																	
		df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df
	between	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
	regression	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
	derivation	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
	within	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
																																																																	
		MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS
	between	6.582246	5.420251	1.405416	6.798633	6.424196	7.232550	7.130587	6.332454	6.479461	6.714025	7.146195	5.778412	6.278680	6.387223	5.205106	6.370154	6.557072	6.162722	6.200944	6.186755	6.130283	6.492770	6.579805	6.426958	6.948588	6.280245	5.954626	6.360404	5.828869	6.745481	6.796108	6.138385	6.395151	6.269939	5.869655	5.702981	6.836696	6.656702	7.145454	5.880795	5.831379	6.769659	6.855070	6.178317	6.992908	6.233764	6.446923	5.565157	6.920530	6.923624	5.984882	6.920170	7.162686	6.774813	6.203251	6.361461	6.536300	6.531582	6.926508	6.717779	6.692579	6.264210	6.262665	6.557098
	regression	26.217310	21.666384	4.393026	27.049499	25.669966	28.918825	28.469537	25.192834	25.894331	26.795253	28.544508	23.091381	25.098370	25.506568	20.720401	25.456069	26.183827	24.584297	24.717935	24.722219	24.488872	25.928941	26.232819	25.557404	27.538033	25.044656	23.761304	25.299472	23.211887	26.950387	27.067577	24.536473	25.515399	25.042572	23.416373	22.380799	27.286640	26.581344	28.521471	23.380868	23.217207	27.034548	27.370358	24.652392	27.909491	24.873221	25.672312	22.115463	27.680880	27.641862	23.875101	27.615454	28.637572	27.086702	24.753848	25.396421	26.037680	26.117199	27.667930	26.843507	26.728719	25.012770	24.973176	26.158740
	Linearity: MS derivation	0.037225	0.004874	0.409546	0.048344	0.008939	0.003791	0.017603	0.045660	0.007838	0.020282	0.013424	0.007423	0.005449	0.014107	0.033341	0.008183	0.014821	0.022197	0.028614	0.008267	0.010753	0.014046	0.028800	0.050143	0.085440	0.025441	0.019067	0.047381	0.034530	0.010512	0.038952	0.005689	0.021735	0.012394	0.020749	0.143708	0.020048	0.015155	0.020115	0.047438	0.036103	0.014697	0.016641	0.020293	0.020713	0.020611	0.038460	0.048388	0.000413	0.017545	0.021475	0.021742	0.004391	0.004183	0.019718	0.016474	0.035839	0.003043	0.012701	0.009204	0.013866	0.014690	0.025828	0.023217
	Reproducibility: MS within	0.010250	0.012202	0.135991	0.010390	0.022707	0.037318	0.022292	0.030937	0.018099	0.013281	0.025738	0.012016	0.009001	0.012613	0.016457	0.015298	0.011144	0.032518	0.030406	0.011692	0.016176	0.006452	0.008945	0.012156	0.015303	0.009370	0.011595	0.010682	0.027031	0.013202	0.020444	0.013498	0.020057	0.003266	0.010866	0.033853	0.017881	0.013989	0.007488	0.025089	0.017969	0.010554	0.016359	0.027961	0.014183	0.021974	0.025460	0.027982	0.010593	0.008228	0.019695	0.013853	0.013975	0.006902	0.008190	0.013740	0.007114	0.007406	0.018460	0.007843	0.006618	0.018547	0.021015	0.023580
