			AHCY	AKR1C1	ALUsq(Eurogentec)	ARHGEF7	BIRC5	CAMTA1	CAMTA2	CD44	CDCA5	CDH5	CDKN3	CLSTN1	CPSG3	DDC	DPYSL3	ECEL1	ELAVL4	EPB41L3	EPHA5	EPN2	FYN	GNB1	HIVEP2	HMBS	HPRT1	IGSF4	INPP1	MAP2K4	MAP7	MAPT	MCM2	MRPL3	MTSS1	MYCN(4)	NHLH2	NM23A	NRCAM	NTRK1	ODC1	PAICS	PDE4DIP	PIK3R1	PLAGL1	PLAT	PMP22	PRAME	PRDM2	PRKACB	PRKCZ	PTN	PTPRF	PTPRH	PTPRN2	QPCT	SCG2	SDHA(1)	SLC25A5	SLC6A8	SNAPC1	TNFRSF	TYMS	UBC(2)	ULK2	WSB1
			8.165e-07	9.845e-07	3.169e-07	7.689e-07	8.325e-07	6.968e-07	6.141e-07	9.016e-07	6.919e-07	1.241e-06	8.177e-07	1.042e-06	8.533e-07	9.896e-07	1.084e-06	1.034e-06	1.020e-06	7.560e-07	4.944e-07	4.266e-07	7.666e-07	6.971e-07	8.649e-07	1.048e-06	7.386e-07	1.134e-06	6.254e-07	9.071e-07	6.772e-07	8.121e-07	6.321e-07	8.066e-07	6.220e-07	9.934e-07	3.460e-07	9.844e-07	8.188e-07	1.066e-06	8.303e-07	5.453e-07	8.875e-07	1.243e-06	1.112e-06	5.788e-07	6.961e-07	1.063e-06	4.782e-07	1.455e-06	8.188e-07	9.226e-07	9.697e-07	9.056e-07	5.407e-07	9.859e-07	8.276e-07	1.373e-06	1.023e-06	1.074e-06	5.598e-07	9.503e-07	5.991e-07	1.044e-06	8.298e-07	9.963e-07
			7.104e-06	7.185e-06	3.029e-06	8.054e-06	9.026e-06	6.758e-06	8.291e-06	1.003e-05	6.328e-06	1.086e-05	6.832e-06	9.675e-06	7.170e-06	9.406e-06	8.329e-06	9.499e-06	8.286e-06	7.472e-06	5.440e-06	4.665e-06	8.720e-06	4.880e-06	6.655e-06	1.205e-05	5.410e-06	8.795e-06	4.916e-06	8.735e-06	5.852e-06	6.383e-06	7.200e-06	9.568e-06	3.127e-06	1.221e-05	2.460e-06	8.224e-06	8.052e-06	8.837e-06	7.386e-06	5.995e-06	8.204e-06	8.639e-06	8.273e-06	5.453e-06	7.443e-06	9.140e-06	4.972e-06	1.288e-05	5.449e-06	9.046e-06	8.652e-06	9.315e-06	6.587e-06	6.313e-06	8.706e-06	9.249e-06	8.331e-06	8.800e-06	6.219e-06	8.058e-06	4.002e-06	1.155e-05	1.050e-05	1.046e-05
		fold up																																																																
			2.396500	1.834711	62.613683	3.320547	4.119584	3.038515	3.269609	5.246413	3.380875	3.373633	3.500925	2.144344	3.111861	2.545433	4.769896	2.088503	2.871916	3.576879	6.759494	3.327591	2.659025	2.665957	4.359815	4.334499	2.595133	2.203768	2.878880	2.874579	3.306006	2.309611	5.136679	2.841633	3.919844	2.687100	1.984396	3.347757	2.956342	3.222418	3.074218	4.107459	4.414871	4.251648	2.884894	3.733764	3.497615	4.120172	11.224003	3.205178	3.264779	2.544270	3.743894	2.740602	3.529202	2.644423	3.539521	3.545969	2.677420	2.647611	4.581628	2.928034	3.052800	3.672666	2.524921	3.113794
			2.157663	1.705723	38.094140	2.874771	3.475352	2.658798	2.835933	4.299268	2.920677	2.915172	3.011737	1.956592	2.715188	2.275216	3.953741	1.911689	2.530098	3.069155	5.373127	2.880136	2.364318	2.369741	3.653061	3.634390	2.314259	2.004221	2.535496	2.532162	2.863692	2.088678	4.220046	2.506609	3.326649	2.386269	1.827587	2.895489	2.595428	2.799886	2.686268	3.466351	3.693620	3.573194	2.540155	3.187294	3.009232	3.475788	8.394732	2.786702	2.832246	2.274302	3.194901	2.428025	3.033131	2.352890	3.040932	3.045806	2.378704	2.355386	3.816101	2.573548	2.669793	3.141358	2.259076	2.716672
			2.076506	1.660914	31.772132	2.727346	3.266089	2.532289	2.692324	3.997766	2.768710	2.763751	2.850665	1.892204	2.583291	2.183855	3.691859	1.850920	2.415680	2.902278	4.941087	2.732182	2.265037	2.269972	3.424572	3.407940	2.219446	1.935943	2.420576	2.417552	2.717357	2.013375	3.927740	2.394367	3.133162	2.285013	1.773464	2.746018	2.474908	2.659799	2.557140	3.258050	3.460689	3.353395	2.424803	3.008324	2.848412	3.266478	7.549907	2.647897	2.688998	2.183021	3.015146	2.322987	2.869902	2.254633	2.876915	2.881296	2.278129	2.256905	3.569636	2.455080	2.542238	2.967114	2.169132	2.584633
			2.157663	1.705723	38.094140	2.874771	3.475352	2.658798	2.835933	4.299268	2.920677	2.915172	3.011737	1.956592	2.715188	2.275216	3.953741	1.911689	2.530098	3.069155	5.373127	2.880136	2.364318	2.369741	3.653061	3.634390	2.314259	2.004221	2.535496	2.532162	2.863692	2.088678	4.220046	2.506609	3.326649	2.386269	1.827587	2.895489	2.595428	2.799886	2.686268	3.466351	3.693620	3.573194	2.540155	3.187294	3.009232	3.475788	8.394732	2.786702	2.832246	2.274302	3.194901	2.428025	3.033131	2.352890	3.040932	3.045806	2.378704	2.355386	3.816101	2.573548	2.669793	3.141358	2.259076	2.716672
			2.396500	1.834711	62.613683	3.320547	4.119584	3.038515	3.269609	5.246413	3.380875	3.373633	3.500925	2.144344	3.111861	2.545433	4.769896	2.088503	2.871916	3.576879	6.759494	3.327591	2.659025	2.665957	4.359815	4.334499	2.595133	2.203768	2.878880	2.874579	3.306006	2.309611	5.136679	2.841633	3.919844	2.687100	1.984396	3.347757	2.956342	3.222418	3.074218	4.107459	4.414871	4.251648	2.884894	3.733764	3.497615	4.120172	11.224003	3.205178	3.264779	2.544270	3.743894	2.740602	3.529202	2.644423	3.539521	3.545969	2.677420	2.647611	4.581628	2.928034	3.052800	3.672666	2.524921	3.113794
		fold down																																																																
			2.396500	1.834711	62.613683	3.320547	4.119584	3.038515	3.269609	5.246413	3.380875	3.373633	3.500925	2.144344	3.111861	2.545433	4.769896	2.088503	2.871916	3.576879	6.759494	3.327591	2.659025	2.665957	4.359815	4.334499	2.595133	2.203768	2.878880	2.874579	3.306006	2.309611	5.136679	2.841633	3.919844	2.687100	1.984396	3.347757	2.956342	3.222418	3.074218	4.107459	4.414871	4.251648	2.884894	3.733764	3.497615	4.120172	11.224003	3.205178	3.264779	2.544270	3.743894	2.740602	3.529202	2.644423	3.539521	3.545969	2.677420	2.647611	4.581628	2.928034	3.052800	3.672666	2.524921	3.113794
			2.157663	1.705723	38.094140	2.874771	3.475352	2.658798	2.835933	4.299268	2.920677	2.915172	3.011737	1.956592	2.715188	2.275216	3.953741	1.911689	2.530098	3.069155	5.373127	2.880136	2.364318	2.369741	3.653061	3.634390	2.314259	2.004221	2.535496	2.532162	2.863692	2.088678	4.220046	2.506609	3.326649	2.386269	1.827587	2.895489	2.595428	2.799886	2.686268	3.466351	3.693620	3.573194	2.540155	3.187294	3.009232	3.475788	8.394732	2.786702	2.832246	2.274302	3.194901	2.428025	3.033131	2.352890	3.040932	3.045806	2.378704	2.355386	3.816101	2.573548	2.669793	3.141358	2.259076	2.716672
			2.076506	1.660914	31.772132	2.727346	3.266089	2.532289	2.692324	3.997766	2.768710	2.763751	2.850665	1.892204	2.583291	2.183855	3.691859	1.850920	2.415680	2.902278	4.941087	2.732182	2.265037	2.269972	3.424572	3.407940	2.219446	1.935943	2.420576	2.417552	2.717357	2.013375	3.927740	2.394367	3.133162	2.285013	1.773464	2.746018	2.474908	2.659799	2.557140	3.258050	3.460689	3.353395	2.424803	3.008324	2.848412	3.266478	7.549907	2.647897	2.688998	2.183021	3.015146	2.322987	2.869902	2.254633	2.876915	2.881296	2.278129	2.256905	3.569636	2.455080	2.542238	2.967114	2.169132	2.584633
			2.157663	1.705723	38.094140	2.874771	3.475352	2.658798	2.835933	4.299268	2.920677	2.915172	3.011737	1.956592	2.715188	2.275216	3.953741	1.911689	2.530098	3.069155	5.373127	2.880136	2.364318	2.369741	3.653061	3.634390	2.314259	2.004221	2.535496	2.532162	2.863692	2.088678	4.220046	2.506609	3.326649	2.386269	1.827587	2.895489	2.595428	2.799886	2.686268	3.466351	3.693620	3.573194	2.540155	3.187294	3.009232	3.475788	8.394732	2.786702	2.832246	2.274302	3.194901	2.428025	3.033131	2.352890	3.040932	3.045806	2.378704	2.355386	3.816101	2.573548	2.669793	3.141358	2.259076	2.716672
			2.396500	1.834711	62.613683	3.320547	4.119584	3.038515	3.269609	5.246413	3.380875	3.373633	3.500925	2.144344	3.111861	2.545433	4.769896	2.088503	2.871916	3.576879	6.759494	3.327591	2.659025	2.665957	4.359815	4.334499	2.595133	2.203768	2.878880	2.874579	3.306006	2.309611	5.136679	2.841633	3.919844	2.687100	1.984396	3.347757	2.956342	3.222418	3.074218	4.107459	4.414871	4.251648	2.884894	3.733764	3.497615	4.120172	11.224003	3.205178	3.264779	2.544270	3.743894	2.740602	3.529202	2.644423	3.539521	3.545969	2.677420	2.647611	4.581628	2.928034	3.052800	3.672666	2.524921	3.113794
																																																																		
			AHCY	AKR1C1	ALUsq(Eurogentec)	ARHGEF7	BIRC5	CAMTA1	CAMTA2	CD44	CDCA5	CDH5	CDKN3	CLSTN1	CPSG3	DDC	DPYSL3	ECEL1	ELAVL4	EPB41L3	EPHA5	EPN2	FYN	GNB1	HIVEP2	HMBS	HPRT1	IGSF4	INPP1	MAP2K4	MAP7	MAPT	MCM2	MRPL3	MTSS1	MYCN(4)	NHLH2	NM23A	NRCAM	NTRK1	ODC1	PAICS	PDE4DIP	PIK3R1	PLAGL1	PLAT	PMP22	PRAME	PRDM2	PRKACB	PRKCZ	PTN	PTPRF	PTPRH	PTPRN2	QPCT	SCG2	SDHA(1)	SLC25A5	SLC6A8	SNAPC1	TNFRSF	TYMS	UBC(2)	ULK2	WSB1
		detectable difference	2.233012	1.746867	44.814674	3.013514	3.674062	2.777419	2.970997	4.588453	3.063801	3.057768	3.163656	2.016097	2.838982	2.360253	4.203934	1.967789	2.637130	3.226688	5.791900	3.019389	2.456894	2.462781	3.870537	3.849874	2.402578	2.067393	2.643007	2.639377	3.001382	2.158485	4.500164	2.611560	3.509998	2.480727	1.877445	3.036205	2.708303	2.931559	2.807401	3.664121	3.915440	3.782183	2.648081	3.356545	3.160906	3.674544	9.231030	2.917140	2.966962	2.359262	3.364915	2.526091	3.187135	2.444490	3.195699	3.201050	2.472512	2.447198	4.051172	2.684457	2.789418	3.306027	2.342765	2.840604
