			AHCY	AKR1C1	ALUsq(Eurogentec)	ARHGEF7	BIRC5	CAMTA1	CAMTA2	CD44	CDCA5	CDH5	CDKN3	CLSTN1	CPSG3	DDC	DPYSL3	ECEL1	ELAVL4	EPB41L3	EPHA5	EPN2	FYN	GNB1	HIVEP2	HMBS	HPRT1	IGSF4	INPP1	MAP2K4	MAP7	MAPT	MCM2	MRPL3	MTSS1	MYCN(4)	NHLH2	NM23A	NRCAM	NTRK1	ODC1	PAICS	PDE4DIP	PIK3R1	PLAGL1	PLAT	PMP22	PRAME	PRDM2	PRKACB	PRKCZ	PTN	PTPRF	PTPRH	PTPRN2	QPCT	SCG2	SDHA(1)	SLC25A5	SLC6A8	SNAPC1	TNFRSF	TYMS	UBC(2)	ULK2	WSB1
			1.361e-07	2.061e-07	4.328e-20	1.269e-07	1.609e-07	2.623e-07	1.881e-07	1.218e-07	1.180e-07	2.969e-07	2.167e-07	1.901e-07	1.609e-07	1.114e-07	1.094e-07	1.719e-07	1.665e-07	1.946e-07	1.518e-07	1.436e-07	1.410e-07	1.573e-07	1.439e-07	1.724e-07	9.827e-08	1.647e-07	1.084e-07	1.755e-07	7.948e-08	1.289e-07	1.484e-07	1.548e-07	1.634e-07	1.137e-07	5.779e-08	6.493e-08	1.978e-07	2.034e-07	2.376e-07	1.139e-07	1.486e-07	1.951e-07	2.466e-07	7.016e-08	2.138e-07	2.236e-07	8.938e-08	2.291e-07	1.434e-07	1.559e-07	1.495e-07	2.399e-07	1.798e-07	1.408e-07	1.187e-07	1.771e-07	9.985e-08	1.866e-07	1.512e-07	1.773e-07	1.537e-07	3.862e-07	1.290e-07	1.682e-07
			1.364e-06	1.836e-06	7.417e-18	1.344e-06	1.484e-06	2.421e-06	2.094e-06	1.294e-06	1.118e-06	2.751e-06	2.185e-06	1.853e-06	1.735e-06	1.290e-06	1.252e-06	1.621e-06	1.836e-06	1.771e-06	1.553e-06	1.527e-06	1.561e-06	1.444e-06	1.497e-06	1.626e-06	1.094e-06	1.721e-06	1.024e-06	1.887e-06	9.098e-07	1.264e-06	1.476e-06	1.535e-06	1.513e-06	1.312e-06	5.379e-07	7.688e-07	1.843e-06	2.028e-06	2.469e-06	1.241e-06	1.662e-06	2.088e-06	2.300e-06	7.955e-07	2.033e-06	2.309e-06	9.991e-07	2.432e-06	1.525e-06	1.488e-06	1.556e-06	2.358e-06	1.744e-06	1.449e-06	1.331e-06	1.785e-06	1.186e-06	1.895e-06	1.449e-06	1.805e-06	1.443e-06	3.628e-06	1.327e-06	1.884e-06
		fold up																																																																
			2.330338	1.515966	56035.127525	1.972925	3.987541	2.386342	1.420752	2.767419	1.807710	2.122175	1.836786	2.666738	1.574329	1.448892	1.706154	1.343888	1.277165	2.160955	1.960636	1.566132	1.760182	1.942904	2.066975	1.647356	2.301902	1.438261	1.856845	2.140643	1.822270	2.229763	3.364758	1.590736	1.588118	2.208620	1.693789	4.562096	1.973160	1.796643	1.771450	2.354380	2.571417	2.144387	2.156899	2.057671	1.890885	1.790747	5.182009	2.024723	1.466246	2.289226	1.830632	1.788505	1.526774	1.631208	1.611151	2.250353	2.051640	1.509596	2.362904	1.968216	1.892147	1.695132	2.043305	1.518732
			2.105162	1.442067	15069.126533	1.818288	3.377148	2.149614	1.362066	2.448917	1.683616	1.938783	1.707421	2.370352	1.490805	1.385775	1.600107	1.297013	1.240180	1.969922	1.808319	1.483974	1.644606	1.793921	1.894340	1.551485	2.082543	1.376824	1.723817	1.953621	1.695542	2.025008	2.908423	1.504467	1.502289	2.008103	1.589898	3.801783	1.818479	1.674544	1.653866	2.124260	2.295639	1.956627	1.966668	1.886836	1.751591	1.669708	4.252796	1.860227	1.400369	2.072449	1.702386	1.667868	1.451110	1.538095	1.521443	2.041453	1.881969	1.436734	2.131026	1.814469	1.752620	1.591007	1.875240	1.444382
			2.028470	1.415987	9328.127214	1.764890	3.178336	2.069145	1.341244	2.341975	1.640454	1.875836	1.662484	2.270528	1.461420	1.363417	1.563044	1.280306	1.226943	1.904450	1.755694	1.455057	1.604318	1.742410	1.834956	1.517882	2.007755	1.355049	1.677649	1.889473	1.651493	1.955016	2.757671	1.474142	1.472114	1.939506	1.553568	3.556909	1.765065	1.632054	1.612899	2.045951	2.202476	1.892236	1.901461	1.828049	1.703322	1.627575	3.956696	1.803545	1.377057	1.998508	1.657826	1.625871	1.424423	1.505433	1.489942	1.970097	1.823568	1.411012	2.052142	1.761367	1.704272	1.554598	1.817372	1.418147
			2.105162	1.442067	15069.126533	1.818288	3.377148	2.149614	1.362066	2.448917	1.683616	1.938783	1.707421	2.370352	1.490805	1.385775	1.600107	1.297013	1.240180	1.969922	1.808319	1.483974	1.644606	1.793921	1.894340	1.551485	2.082543	1.376824	1.723817	1.953621	1.695542	2.025008	2.908423	1.504467	1.502289	2.008103	1.589898	3.801783	1.818479	1.674544	1.653866	2.124260	2.295639	1.956627	1.966668	1.886836	1.751591	1.669708	4.252796	1.860227	1.400369	2.072449	1.702386	1.667868	1.451110	1.538095	1.521443	2.041453	1.881969	1.436734	2.131026	1.814469	1.752620	1.591007	1.875240	1.444382
			2.330338	1.515966	56035.127525	1.972925	3.987541	2.386342	1.420752	2.767419	1.807710	2.122175	1.836786	2.666738	1.574329	1.448892	1.706154	1.343888	1.277165	2.160955	1.960636	1.566132	1.760182	1.942904	2.066975	1.647356	2.301902	1.438261	1.856845	2.140643	1.822270	2.229763	3.364758	1.590736	1.588118	2.208620	1.693789	4.562096	1.973160	1.796643	1.771450	2.354380	2.571417	2.144387	2.156899	2.057671	1.890885	1.790747	5.182009	2.024723	1.466246	2.289226	1.830632	1.788505	1.526774	1.631208	1.611151	2.250353	2.051640	1.509596	2.362904	1.968216	1.892147	1.695132	2.043305	1.518732
		fold down																																																																
			2.330338	1.515966	56035.127525	1.972925	3.987541	2.386342	1.420752	2.767419	1.807710	2.122175	1.836786	2.666738	1.574329	1.448892	1.706154	1.343888	1.277165	2.160955	1.960636	1.566132	1.760182	1.942904	2.066975	1.647356	2.301902	1.438261	1.856845	2.140643	1.822270	2.229763	3.364758	1.590736	1.588118	2.208620	1.693789	4.562096	1.973160	1.796643	1.771450	2.354380	2.571417	2.144387	2.156899	2.057671	1.890885	1.790747	5.182009	2.024723	1.466246	2.289226	1.830632	1.788505	1.526774	1.631208	1.611151	2.250353	2.051640	1.509596	2.362904	1.968216	1.892147	1.695132	2.043305	1.518732
			2.105162	1.442067	15069.126533	1.818288	3.377148	2.149614	1.362066	2.448917	1.683616	1.938783	1.707421	2.370352	1.490805	1.385775	1.600107	1.297013	1.240180	1.969922	1.808319	1.483974	1.644606	1.793921	1.894340	1.551485	2.082543	1.376824	1.723817	1.953621	1.695542	2.025008	2.908423	1.504467	1.502289	2.008103	1.589898	3.801783	1.818479	1.674544	1.653866	2.124260	2.295639	1.956627	1.966668	1.886836	1.751591	1.669708	4.252796	1.860227	1.400369	2.072449	1.702386	1.667868	1.451110	1.538095	1.521443	2.041453	1.881969	1.436734	2.131026	1.814469	1.752620	1.591007	1.875240	1.444382
			2.028470	1.415987	9328.127214	1.764890	3.178336	2.069145	1.341244	2.341975	1.640454	1.875836	1.662484	2.270528	1.461420	1.363417	1.563044	1.280306	1.226943	1.904450	1.755694	1.455057	1.604318	1.742410	1.834956	1.517882	2.007755	1.355049	1.677649	1.889473	1.651493	1.955016	2.757671	1.474142	1.472114	1.939506	1.553568	3.556909	1.765065	1.632054	1.612899	2.045951	2.202476	1.892236	1.901461	1.828049	1.703322	1.627575	3.956696	1.803545	1.377057	1.998508	1.657826	1.625871	1.424423	1.505433	1.489942	1.970097	1.823568	1.411012	2.052142	1.761367	1.704272	1.554598	1.817372	1.418147
			2.105162	1.442067	15069.126533	1.818288	3.377148	2.149614	1.362066	2.448917	1.683616	1.938783	1.707421	2.370352	1.490805	1.385775	1.600107	1.297013	1.240180	1.969922	1.808319	1.483974	1.644606	1.793921	1.894340	1.551485	2.082543	1.376824	1.723817	1.953621	1.695542	2.025008	2.908423	1.504467	1.502289	2.008103	1.589898	3.801783	1.818479	1.674544	1.653866	2.124260	2.295639	1.956627	1.966668	1.886836	1.751591	1.669708	4.252796	1.860227	1.400369	2.072449	1.702386	1.667868	1.451110	1.538095	1.521443	2.041453	1.881969	1.436734	2.131026	1.814469	1.752620	1.591007	1.875240	1.444382
			2.330338	1.515966	56035.127525	1.972925	3.987541	2.386342	1.420752	2.767419	1.807710	2.122175	1.836786	2.666738	1.574329	1.448892	1.706154	1.343888	1.277165	2.160955	1.960636	1.566132	1.760182	1.942904	2.066975	1.647356	2.301902	1.438261	1.856845	2.140643	1.822270	2.229763	3.364758	1.590736	1.588118	2.208620	1.693789	4.562096	1.973160	1.796643	1.771450	2.354380	2.571417	2.144387	2.156899	2.057671	1.890885	1.790747	5.182009	2.024723	1.466246	2.289226	1.830632	1.788505	1.526774	1.631208	1.611151	2.250353	2.051640	1.509596	2.362904	1.968216	1.892147	1.695132	2.043305	1.518732
																																																																		
			AHCY	AKR1C1	ALUsq(Eurogentec)	ARHGEF7	BIRC5	CAMTA1	CAMTA2	CD44	CDCA5	CDH5	CDKN3	CLSTN1	CPSG3	DDC	DPYSL3	ECEL1	ELAVL4	EPB41L3	EPHA5	EPN2	FYN	GNB1	HIVEP2	HMBS	HPRT1	IGSF4	INPP1	MAP2K4	MAP7	MAPT	MCM2	MRPL3	MTSS1	MYCN(4)	NHLH2	NM23A	NRCAM	NTRK1	ODC1	PAICS	PDE4DIP	PIK3R1	PLAGL1	PLAT	PMP22	PRAME	PRDM2	PRKACB	PRKCZ	PTN	PTPRF	PTPRH	PTPRN2	QPCT	SCG2	SDHA(1)	SLC25A5	SLC6A8	SNAPC1	TNFRSF	TYMS	UBC(2)	ULK2	WSB1
		detectable difference	2.176283	1.465824	23151.453903	1.867467	3.565677	2.224310	1.380982	2.548802	1.723223	1.996931	1.748683	2.463444	1.517615	1.406103	1.634034	1.312157	1.252154	2.030448	1.856772	1.510351	1.681535	1.841331	1.949137	1.582201	2.151862	1.396617	1.766229	2.012899	1.735977	2.089798	3.050374	1.532146	1.529829	2.071577	1.623146	4.035295	1.867671	1.713524	1.691426	2.196912	2.382389	2.016135	2.026944	1.941072	1.795968	1.708355	4.536654	1.912485	1.421576	2.140968	1.743297	1.706389	1.475427	1.567940	1.550210	2.107529	1.935841	1.460162	2.204222	1.863369	1.797069	1.624328	1.928611	1.468282
