		AHCY	AKR1C1	ALUsq(Eurogentec)	ARHGEF7	BIRC5	CAMTA1	CAMTA2	CD44	CDCA5	CDH5	CDKN3	CLSTN1	CPSG3	DDC	DPYSL3	ECEL1	ELAVL4	EPB41L3	EPHA5	EPN2	FYN	GNB1	HIVEP2	HMBS	HPRT1	IGSF4	INPP1	MAP2K4	MAP7	MAPT	MCM2	MRPL3	MTSS1	MYCN(4)	NHLH2	NM23A	NRCAM	NTRK1	ODC1	PAICS	PDE4DIP	PIK3R1	PLAGL1	PLAT	PMP22	PRAME	PRDM2	PRKACB	PRKCZ	PTN	PTPRF	PTPRH	PTPRN2	QPCT	SCG2	SDHA(1)	SLC25A5	SLC6A8	SNAPC1	TNFRSF	TYMS	UBC(2)	ULK2	WSB1
	SSbetween	22.638728	21.502847	23.014088	24.840991	24.712965	25.210290	25.684651	22.602998	25.231573	23.800232	29.925775	22.265829	23.346183	24.490986	20.291645	23.183344	22.647260	24.469691	25.357263	30.313986	22.138450	29.833144	23.457281	27.013785	25.515581	27.275188	27.295695	21.855573	22.779629	27.941050	25.192084	23.566090	28.650595	20.427940	26.256244	20.465267	24.755878	23.999575	25.629551	22.209271	22.978576	23.484841	23.547618	25.583938	26.006459	24.076893	25.369752	22.719312	25.248997	26.826317	23.656931	24.263984	25.046280	29.436509	26.092651	24.805584	23.942068	24.622232	26.937994	24.244036	34.280369	23.848870	23.658656	22.131019
																																																																	
	stexy	0.078282	0.091781	1.059796	0.070866	0.126791	0.079780	0.071294	0.144901	0.061002	0.061919	0.076153	0.086563	0.098905	0.047457	0.113842	0.059147	0.059477	0.114874	0.100442	0.243691	0.053361	0.159726	0.074575	0.128814	0.176946	0.089246	0.105039	0.095124	0.083847	0.098423	0.162880	0.051872	0.058603	0.228677	0.072860	0.199950	0.073562	0.065743	0.124033	0.195387	0.118905	0.059655	0.053288	0.080296	0.084388	0.077818	0.184269	0.136267	0.068133	0.131875	0.095243	0.052288	0.063268	0.168096	0.086621	0.083655	0.061243	0.062497	0.135360	0.156300	0.133713	0.057299	0.091442	0.051443
	SSres	0.079665	0.109508	14.601183	0.065287	0.208989	0.082742	0.066076	0.272951	0.048376	0.049842	0.075391	0.097411	0.127169	0.029278	0.168481	0.045479	0.045988	0.171550	0.131151	0.772011	0.037015	0.331659	0.072299	0.215708	0.407028	0.103543	0.143432	0.117632	0.091395	0.125931	0.344889	0.034980	0.044646	0.679809	0.069012	0.519742	0.070348	0.056188	0.199994	0.496290	0.183798	0.046264	0.036915	0.083817	0.092577	0.078723	0.441417	0.241393	0.060348	0.226083	0.117925	0.035542	0.052036	0.367330	0.097541	0.090977	0.048759	0.050776	0.238189	0.317587	0.232428	0.042682	0.108702	0.034403
	SSregression	22.617516	21.431738	17.995688	24.824889	24.687980	25.206049	25.672073	22.550062	25.226799	23.798855	29.919379	22.256970	23.338308	24.489801	20.179269	23.170223	22.610288	24.408701	25.333996	30.038515	22.131011	29.655897	23.452425	26.955338	25.468016	27.222432	27.235303	21.842011	22.735114	27.881653	25.145721	23.553986	28.645246	20.210740	26.227656	20.242998	24.742497	23.993594	25.575890	22.063459	22.972638	23.461581	23.540345	25.579419	25.997051	24.022400	25.286080	22.616339	25.239522	26.737795	23.641327	24.262639	25.034404	29.254187	26.065411	24.798380	23.910877	24.617351	26.894608	24.154586	34.092434	23.828628	23.628328	22.122049
	SSderivation	0.021211	0.071109	5.018400	0.016102	0.024985	0.004240	0.012578	0.052936	0.004774	0.001377	0.006395	0.008859	0.007875	0.001185	0.112376	0.013121	0.036972	0.060990	0.023267	0.275471	0.007439	0.177246	0.004855	0.058447	0.047565	0.052757	0.060392	0.013562	0.044515	0.059398	0.046362	0.012104	0.005349	0.217200	0.028589	0.222269	0.013381	0.005981	0.053661	0.145811	0.005938	0.023260	0.007273	0.004520	0.009409	0.054494	0.083672	0.102973	0.009475	0.088521	0.015604	0.001345	0.011876	0.182322	0.027241	0.007204	0.031191	0.004881	0.043386	0.089451	0.187936	0.020243	0.030328	0.008970
																																																																	
16		SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS
	between	22.638728	21.502847	23.014088	24.840991	24.712965	25.210290	25.684651	22.602998	25.231573	23.800232	29.925775	22.265829	23.346183	24.490986	20.291645	23.183344	22.647260	24.469691	25.357263	30.313986	22.138450	29.833144	23.457281	27.013785	25.515581	27.275188	27.295695	21.855573	22.779629	27.941050	25.192084	23.566090	28.650595	20.427940	26.256244	20.465267	24.755878	23.999575	25.629551	22.209271	22.978576	23.484841	23.547618	25.583938	26.006459	24.076893	25.369752	22.719312	25.248997	26.826317	23.656931	24.263984	25.046280	29.436509	26.092651	24.805584	23.942068	24.622232	26.937994	24.244036	34.280369	23.848870	23.658656	22.131019
	regression	22.617516	21.431738	17.995688	24.824889	24.687980	25.206049	25.672073	22.550062	25.226799	23.798855	29.919379	22.256970	23.338308	24.489801	20.179269	23.170223	22.610288	24.408701	25.333996	30.038515	22.131011	29.655897	23.452425	26.955338	25.468016	27.222432	27.235303	21.842011	22.735114	27.881653	25.145721	23.553986	28.645246	20.210740	26.227656	20.242998	24.742497	23.993594	25.575890	22.063459	22.972638	23.461581	23.540345	25.579419	25.997051	24.022400	25.286080	22.616339	25.239522	26.737795	23.641327	24.262639	25.034404	29.254187	26.065411	24.798380	23.910877	24.617351	26.894608	24.154586	34.092434	23.828628	23.628328	22.122049
	derivation	0.021211	0.071109	5.018400	0.016102	0.024985	0.004240	0.012578	0.052936	0.004774	0.001377	0.006395	0.008859	0.007875	0.001185	0.112376	0.013121	0.036972	0.060990	0.023267	0.275471	0.007439	0.177246	0.004855	0.058447	0.047565	0.052757	0.060392	0.013562	0.044515	0.059398	0.046362	0.012104	0.005349	0.217200	0.028589	0.222269	0.013381	0.005981	0.053661	0.145811	0.005938	0.023260	0.007273	0.004520	0.009409	0.054494	0.083672	0.102973	0.009475	0.088521	0.015604	0.001345	0.011876	0.182322	0.027241	0.007204	0.031191	0.004881	0.043386	0.089451	0.187936	0.020243	0.030328	0.008970
	within	0.058454	0.038399	9.582783	0.049184	0.184004	0.078502	0.053498	0.220015	0.043602	0.048465	0.068995	0.088552	0.119295	0.028093	0.056104	0.032358	0.009016	0.110560	0.107884	0.496540	0.029576	0.154413	0.067443	0.157261	0.359463	0.050786	0.083040	0.104070	0.046879	0.066533	0.298526	0.022876	0.039297	0.462609	0.040423	0.297473	0.056967	0.050207	0.146333	0.350479	0.177860	0.023003	0.029642	0.079297	0.083168	0.024229	0.357745	0.138420	0.050872	0.137562	0.102321	0.034197	0.040160	0.185008	0.070301	0.083773	0.017568	0.045896	0.194803	0.228136	0.044492	0.022439	0.078374	0.025433
																																																																	
		df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df
	between	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
	regression	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
	derivation	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
	within	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
																																																																	
		MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS
	between	5.659682	5.375712	5.753522	6.210248	6.178241	6.302572	6.421163	5.650749	6.307893	5.950058	7.481444	5.566457	5.836546	6.122747	5.072911	5.795836	5.661815	6.117423	6.339316	7.578496	5.534612	7.458286	5.864320	6.753446	6.378895	6.818797	6.823924	5.463893	5.694907	6.985263	6.298021	5.891522	7.162649	5.106985	6.564061	5.116317	6.188969	5.999894	6.407388	5.552318	5.744644	5.871210	5.886905	6.395985	6.501615	6.019223	6.342438	5.679828	6.312249	6.706579	5.914233	6.065996	6.261570	7.359127	6.523163	6.201396	5.985517	6.155558	6.734498	6.061009	8.570092	5.962218	5.914664	5.532755
	regression	22.617516	21.431738	17.995688	24.824889	24.687980	25.206049	25.672073	22.550062	25.226799	23.798855	29.919379	22.256970	23.338308	24.489801	20.179269	23.170223	22.610288	24.408701	25.333996	30.038515	22.131011	29.655897	23.452425	26.955338	25.468016	27.222432	27.235303	21.842011	22.735114	27.881653	25.145721	23.553986	28.645246	20.210740	26.227656	20.242998	24.742497	23.993594	25.575890	22.063459	22.972638	23.461581	23.540345	25.579419	25.997051	24.022400	25.286080	22.616339	25.239522	26.737795	23.641327	24.262639	25.034404	29.254187	26.065411	24.798380	23.910877	24.617351	26.894608	24.154586	34.092434	23.828628	23.628328	22.122049
	Linearity: MS derivation	0.007070	0.023703	1.672800	0.005367	0.008328	0.001413	0.004193	0.017645	0.001591	0.000459	0.002132	0.002953	0.002625	0.000395	0.037459	0.004374	0.012324	0.020330	0.007756	0.091824	0.002480	0.059082	0.001618	0.019482	0.015855	0.017586	0.020131	0.004521	0.014838	0.019799	0.015454	0.004035	0.001783	0.072400	0.009530	0.074090	0.004460	0.001994	0.017887	0.048604	0.001979	0.007753	0.002424	0.001507	0.003136	0.018165	0.027891	0.034324	0.003158	0.029507	0.005201	0.000448	0.003959	0.060774	0.009080	0.002401	0.010397	0.001627	0.014462	0.029817	0.062645	0.006748	0.010109	0.002990
	Reproducibility: MS within	0.005845	0.003840	0.958278	0.004918	0.018400	0.007850	0.005350	0.022002	0.004360	0.004847	0.006900	0.008855	0.011929	0.002809	0.005610	0.003236	0.000902	0.011056	0.010788	0.049654	0.002958	0.015441	0.006744	0.015726	0.035946	0.005079	0.008304	0.010407	0.004688	0.006653	0.029853	0.002288	0.003930	0.046261	0.004042	0.029747	0.005697	0.005021	0.014633	0.035048	0.017786	0.002300	0.002964	0.007930	0.008317	0.002423	0.035775	0.013842	0.005087	0.013756	0.010232	0.003420	0.004016	0.018501	0.007030	0.008377	0.001757	0.004590	0.019480	0.022814	0.004449	0.002244	0.007837	0.002543
