			AHCY	AKR1C1	ALUsq(Eurogentec)	ARHGEF7	BIRC5	CAMTA1	CAMTA2	CD44	CDCA5	CDH5	CDKN3	CLSTN1	CPSG3	DDC	DPYSL3	ECEL1	ELAVL4	EPB41L3	EPHA5	EPN2	FYN	GNB1	HIVEP2	HMBS	HPRT1	IGSF4	INPP1	MAP2K4	MAP7	MAPT	MCM2	MRPL3	MTSS1	MYCN(4)	NHLH2	NM23A	NRCAM	NTRK1	ODC1	PAICS	PDE4DIP	PIK3R1	PLAGL1	PLAT	PMP22	PRAME	PRDM2	PRKACB	PRKCZ	PTN	PTPRF	PTPRH	PTPRN2	QPCT	SCG2	SDHA(1)	SLC25A5	SLC6A8	SNAPC1	TNFRSF	TYMS	UBC(2)	ULK2	WSB1
			7.065e-07	1.055e-06	2.765e-07	6.652e-07	5.529e-07	4.904e-07	1.082e-06	4.597e-07	5.252e-07	1.001e-06	5.607e-07	5.807e-07	7.014e-07	4.940e-07	5.299e-07	1.333e-06	9.064e-07	5.696e-07	5.360e-07	5.365e-07	8.026e-07	5.357e-07	6.587e-07	6.992e-07	5.753e-07	7.891e-07	5.575e-07	7.572e-07	6.165e-07	5.952e-07	4.399e-07	7.397e-07	3.514e-07	1.640e-06	3.517e-07	6.333e-07	7.672e-07	6.683e-07	7.154e-07	4.763e-07	7.989e-07	9.737e-07	7.424e-07	2.251e-07	4.712e-07	8.514e-07	3.640e-07	1.190e-06	5.579e-07	5.984e-07	1.376e-06	7.311e-07	5.543e-07	5.009e-07	6.692e-07	9.505e-07	7.265e-07	7.494e-07	6.016e-07	7.015e-07	4.866e-07	1.308e-06	7.531e-07	7.746e-07
			6.462e-06	8.706e-06	1.822e-06	6.222e-06	5.005e-06	4.751e-06	1.033e-05	4.439e-06	4.974e-06	1.026e-05	5.515e-06	5.679e-06	7.053e-06	4.881e-06	5.414e-06	1.137e-05	8.760e-06	5.854e-06	5.326e-06	6.030e-06	7.873e-06	4.845e-06	6.274e-06	6.410e-06	5.568e-06	7.742e-06	4.814e-06	7.408e-06	5.791e-06	5.445e-06	4.537e-06	7.090e-06	3.290e-06	1.458e-05	2.978e-06	6.011e-06	6.872e-06	6.420e-06	6.886e-06	4.646e-06	7.758e-06	9.465e-06	7.003e-06	2.495e-06	4.526e-06	8.253e-06	3.885e-06	1.144e-05	5.262e-06	5.647e-06	1.184e-05	6.646e-06	5.180e-06	5.030e-06	6.749e-06	8.948e-06	7.061e-06	7.437e-06	5.283e-06	7.105e-06	4.581e-06	1.165e-05	7.175e-06	7.541e-06
		fold up																																																																
			2.179320	1.455260	39.969874	1.859880	4.679055	2.386791	1.613837	3.227478	1.757447	2.055871	1.839210	2.590135	1.628561	1.510580	1.622280	1.300156	1.365344	2.357549	1.977300	1.930423	1.852357	1.938854	1.864807	1.539552	2.167517	1.507786	1.678988	2.256360	1.651138	2.093529	3.293627	1.602571	1.539137	1.946789	1.612637	3.619173	1.758968	1.830191	1.972782	2.114231	2.504818	1.548559	1.858502	1.987609	2.405213	1.940593	5.347060	1.970649	1.355944	1.966603	1.720340	1.710916	1.518393	1.675174	1.537310	2.025638	1.942049	1.504682	2.225326	2.007944	1.912693	1.722548	1.983031	1.566452
			1.984645	1.391132	25.664744	1.726295	3.887412	2.149969	1.523674	2.803754	1.642357	1.885383	1.709403	2.310336	1.535899	1.437558	1.530686	1.259803	1.315216	2.126776	1.821835	1.783777	1.720150	1.790631	1.730318	1.461791	1.975184	1.435219	1.577667	2.046246	1.554619	1.915737	2.854255	1.514312	1.461444	1.797077	1.522677	3.101064	1.643608	1.702025	1.818172	1.932396	2.243243	1.469313	1.725170	1.830190	2.164564	1.792044	4.371755	1.816442	1.307246	1.813160	1.611807	1.604035	1.444099	1.574514	1.459917	1.860966	1.793227	1.432619	2.021462	1.846656	1.769354	1.613627	1.826481	1.484240
			1.917972	1.368425	21.831125	1.679941	3.632986	2.069471	1.492019	2.663290	1.602233	1.826711	1.664318	2.215872	1.503391	1.411781	1.498541	1.245380	1.297373	2.048253	1.768160	1.733047	1.674259	1.739373	1.683660	1.434383	1.909283	1.409597	1.542210	1.974492	1.520795	1.854643	2.708848	1.483306	1.434059	1.745322	1.491091	2.930940	1.603392	1.657492	1.764782	1.869963	2.154685	1.441395	1.678900	1.775864	2.082816	1.740677	4.061783	1.763187	1.289901	1.760160	1.573902	1.566691	1.417883	1.539281	1.432636	1.804226	1.741769	1.407171	1.951763	1.791041	1.719730	1.575591	1.772444	1.455305
			1.984645	1.391132	25.664744	1.726295	3.887412	2.149969	1.523674	2.803754	1.642357	1.885383	1.709403	2.310336	1.535899	1.437558	1.530686	1.259803	1.315216	2.126776	1.821835	1.783777	1.720150	1.790631	1.730318	1.461791	1.975184	1.435219	1.577667	2.046246	1.554619	1.915737	2.854255	1.514312	1.461444	1.797077	1.522677	3.101064	1.643608	1.702025	1.818172	1.932396	2.243243	1.469313	1.725170	1.830190	2.164564	1.792044	4.371755	1.816442	1.307246	1.813160	1.611807	1.604035	1.444099	1.574514	1.459917	1.860966	1.793227	1.432619	2.021462	1.846656	1.769354	1.613627	1.826481	1.484240
			2.179320	1.455260	39.969874	1.859880	4.679055	2.386791	1.613837	3.227478	1.757447	2.055871	1.839210	2.590135	1.628561	1.510580	1.622280	1.300156	1.365344	2.357549	1.977300	1.930423	1.852357	1.938854	1.864807	1.539552	2.167517	1.507786	1.678988	2.256360	1.651138	2.093529	3.293627	1.602571	1.539137	1.946789	1.612637	3.619173	1.758968	1.830191	1.972782	2.114231	2.504818	1.548559	1.858502	1.987609	2.405213	1.940593	5.347060	1.970649	1.355944	1.966603	1.720340	1.710916	1.518393	1.675174	1.537310	2.025638	1.942049	1.504682	2.225326	2.007944	1.912693	1.722548	1.983031	1.566452
		fold down																																																																
			2.179320	1.455260	39.969874	1.859880	4.679055	2.386791	1.613837	3.227478	1.757447	2.055871	1.839210	2.590135	1.628561	1.510580	1.622280	1.300156	1.365344	2.357549	1.977300	1.930423	1.852357	1.938854	1.864807	1.539552	2.167517	1.507786	1.678988	2.256360	1.651138	2.093529	3.293627	1.602571	1.539137	1.946789	1.612637	3.619173	1.758968	1.830191	1.972782	2.114231	2.504818	1.548559	1.858502	1.987609	2.405213	1.940593	5.347060	1.970649	1.355944	1.966603	1.720340	1.710916	1.518393	1.675174	1.537310	2.025638	1.942049	1.504682	2.225326	2.007944	1.912693	1.722548	1.983031	1.566452
			1.984645	1.391132	25.664744	1.726295	3.887412	2.149969	1.523674	2.803754	1.642357	1.885383	1.709403	2.310336	1.535899	1.437558	1.530686	1.259803	1.315216	2.126776	1.821835	1.783777	1.720150	1.790631	1.730318	1.461791	1.975184	1.435219	1.577667	2.046246	1.554619	1.915737	2.854255	1.514312	1.461444	1.797077	1.522677	3.101064	1.643608	1.702025	1.818172	1.932396	2.243243	1.469313	1.725170	1.830190	2.164564	1.792044	4.371755	1.816442	1.307246	1.813160	1.611807	1.604035	1.444099	1.574514	1.459917	1.860966	1.793227	1.432619	2.021462	1.846656	1.769354	1.613627	1.826481	1.484240
			1.917972	1.368425	21.831125	1.679941	3.632986	2.069471	1.492019	2.663290	1.602233	1.826711	1.664318	2.215872	1.503391	1.411781	1.498541	1.245380	1.297373	2.048253	1.768160	1.733047	1.674259	1.739373	1.683660	1.434383	1.909283	1.409597	1.542210	1.974492	1.520795	1.854643	2.708848	1.483306	1.434059	1.745322	1.491091	2.930940	1.603392	1.657492	1.764782	1.869963	2.154685	1.441395	1.678900	1.775864	2.082816	1.740677	4.061783	1.763187	1.289901	1.760160	1.573902	1.566691	1.417883	1.539281	1.432636	1.804226	1.741769	1.407171	1.951763	1.791041	1.719730	1.575591	1.772444	1.455305
			1.984645	1.391132	25.664744	1.726295	3.887412	2.149969	1.523674	2.803754	1.642357	1.885383	1.709403	2.310336	1.535899	1.437558	1.530686	1.259803	1.315216	2.126776	1.821835	1.783777	1.720150	1.790631	1.730318	1.461791	1.975184	1.435219	1.577667	2.046246	1.554619	1.915737	2.854255	1.514312	1.461444	1.797077	1.522677	3.101064	1.643608	1.702025	1.818172	1.932396	2.243243	1.469313	1.725170	1.830190	2.164564	1.792044	4.371755	1.816442	1.307246	1.813160	1.611807	1.604035	1.444099	1.574514	1.459917	1.860966	1.793227	1.432619	2.021462	1.846656	1.769354	1.613627	1.826481	1.484240
			2.179320	1.455260	39.969874	1.859880	4.679055	2.386791	1.613837	3.227478	1.757447	2.055871	1.839210	2.590135	1.628561	1.510580	1.622280	1.300156	1.365344	2.357549	1.977300	1.930423	1.852357	1.938854	1.864807	1.539552	2.167517	1.507786	1.678988	2.256360	1.651138	2.093529	3.293627	1.602571	1.539137	1.946789	1.612637	3.619173	1.758968	1.830191	1.972782	2.114231	2.504818	1.548559	1.858502	1.987609	2.405213	1.940593	5.347060	1.970649	1.355944	1.966603	1.720340	1.710916	1.518393	1.675174	1.537310	2.025638	1.942049	1.504682	2.225326	2.007944	1.912693	1.722548	1.983031	1.566452
																																																																		
			AHCY	AKR1C1	ALUsq(Eurogentec)	ARHGEF7	BIRC5	CAMTA1	CAMTA2	CD44	CDCA5	CDH5	CDKN3	CLSTN1	CPSG3	DDC	DPYSL3	ECEL1	ELAVL4	EPB41L3	EPHA5	EPN2	FYN	GNB1	HIVEP2	HMBS	HPRT1	IGSF4	INPP1	MAP2K4	MAP7	MAPT	MCM2	MRPL3	MTSS1	MYCN(4)	NHLH2	NM23A	NRCAM	NTRK1	ODC1	PAICS	PDE4DIP	PIK3R1	PLAGL1	PLAT	PMP22	PRAME	PRDM2	PRKACB	PRKCZ	PTN	PTPRF	PTPRH	PTPRN2	QPCT	SCG2	SDHA(1)	SLC25A5	SLC6A8	SNAPC1	TNFRSF	TYMS	UBC(2)	ULK2	WSB1
		detectable difference	2.046303	1.411782	29.664915	1.768882	4.130287	2.224695	1.552586	2.935790	1.679133	1.939511	1.750804	2.398324	1.565601	1.461037	1.560050	1.272857	1.331400	2.199630	1.871272	1.830456	1.762305	1.837803	1.773188	1.486774	2.036114	1.458553	1.610104	2.112699	1.585540	1.972142	2.991051	1.542621	1.486405	1.844715	1.551524	3.261740	1.680468	1.742911	1.867342	1.990059	2.325615	1.494767	1.767677	1.880238	2.240474	1.839318	4.669299	1.865486	1.322973	1.861965	1.646518	1.638226	1.467981	1.606742	1.484783	1.913279	1.840587	1.455793	2.085975	1.897912	1.814998	1.648460	1.876257	1.510634
