			AHCY	AKR1C1	ALUsq(Eurogentec)	ARHGEF7	BIRC5	CAMTA1	CAMTA2	CD44	CDCA5	CDH5	CDKN3	CLSTN1	CPSG3	DDC	DPYSL3	ECEL1	ELAVL4	EPB41L3	EPHA5	EPN2	FYN	GNB1	HIVEP2	HMBS	HPRT1	IGSF4	INPP1	MAP2K4	MAP7	MAPT	MCM2	MRPL3	MTSS1	MYCN(4)	NHLH2	NM23A	NRCAM	NTRK1	ODC1	PAICS	PDE4DIP	PIK3R1	PLAGL1	PLAT	PMP22	PRAME	PRDM2	PRKACB	PRKCZ	PTN	PTPRF	PTPRH	PTPRN2	QPCT	SCG2	SDHA(1)	SLC25A5	SLC6A8	SNAPC1	TNFRSF	TYMS	UBC(2)	ULK2	WSB1
			2.997e-06	1.565e-06	1.531e-10	3.234e-06	5.020e-06	2.698e-06	2.022e-06	8.874e-07	1.664e-06	7.825e-06	7.050e-07	6.067e-06	2.879e-06	2.560e-06	7.933e-06	6.176e-06	5.804e-06	2.776e-06	7.198e-07	1.525e-07	4.787e-06	1.309e-06	3.812e-06	3.653e-06	4.612e-07	1.713e-06	1.426e-06	3.845e-06	2.597e-06	2.089e-07	7.291e-07	4.525e-06	7.579e-07	2.948e-06	5.428e-07	4.858e-06	8.191e-06	4.117e-06	6.121e-06	1.509e-06	4.271e-06	6.237e-06	3.942e-06	2.049e-06	2.094e-06	4.296e-06	4.432e-07	7.979e-06	1.988e-06	2.711e-06	2.833e-06	4.213e-06	4.776e-07	4.072e-08	2.689e-06	4.012e-06	4.750e-06	4.250e-06	2.801e-06	3.703e-06	1.154e-07	3.331e-06	5.756e-06	4.955e-06
			2.802e-05	1.457e-05	1.338e-08	3.064e-05	4.261e-05	2.219e-05	2.024e-05	8.919e-06	1.521e-05	6.396e-05	7.633e-06	5.001e-05	2.359e-05	2.059e-05	6.060e-05	5.449e-05	5.064e-05	3.026e-05	6.421e-06	3.905e-06	3.823e-05	2.133e-05	2.847e-05	4.630e-05	4.454e-06	1.424e-05	1.847e-05	3.252e-05	2.229e-05	2.957e-06	6.946e-06	3.688e-05	7.928e-06	4.434e-05	6.154e-06	4.698e-05	7.795e-05	3.148e-05	4.907e-05	1.258e-05	3.452e-05	4.891e-05	3.225e-05	1.764e-05	1.799e-05	3.619e-05	5.238e-06	6.701e-05	1.894e-05	3.688e-05	2.733e-05	3.191e-05	4.382e-06	7.057e-07	2.574e-05	3.280e-05	4.180e-05	3.474e-05	3.598e-05	4.155e-05	2.096e-06	2.944e-05	5.906e-05	4.134e-05
		fold up																																																																
			2.165054	2.473522	34804.755860	2.012287	3.494225	2.197286	2.020787	4.177881	1.825650	1.842249	2.120045	2.349397	2.653676	1.597247	3.075092	1.792535	1.798390	3.106572	2.694215	11.074198	1.693053	4.835997	2.087293	3.564645	5.731680	2.412426	2.819250	2.556486	2.287274	2.641063	4.988891	1.668374	1.782938	9.549232	2.052270	7.192249	2.066534	1.913087	3.400388	6.875592	3.232606	1.801546	1.691845	2.208514	2.299507	2.155157	6.161198	3.836693	1.958741	3.673973	2.559483	1.675222	1.866922	5.252374	2.350735	2.282949	1.829996	1.852781	3.802496	4.675275	3.741199	1.760150	2.465277	1.661319
			1.973209	2.218563	9910.810715	1.850169	3.006665	1.999033	1.857044	3.518588	1.698310	1.711888	1.937070	2.120304	2.360132	1.509884	2.686939	1.671175	1.675976	2.711128	2.391827	8.296068	1.589290	4.001911	1.910715	3.059916	4.647283	2.170275	2.489228	2.283907	2.070894	2.350260	4.113028	1.568889	1.663299	7.282111	1.882477	5.674667	1.893985	1.769675	2.935504	5.454246	2.807674	1.678564	1.588293	2.008019	2.080636	1.965270	4.952366	3.264478	1.806781	3.142341	2.286263	1.574554	1.732045	4.303566	2.121367	2.067448	1.701866	1.720497	3.238862	3.884649	3.192878	1.644580	2.212055	1.563049
			1.907470	2.132155	6264.521501	1.794279	2.846103	1.931181	1.800613	3.304684	1.654054	1.666617	1.874261	2.042330	2.261226	1.479185	2.557748	1.628933	1.633380	2.579620	2.290070	7.465570	1.553004	3.734583	1.850024	2.893977	4.304639	2.088037	2.378589	2.191780	1.997083	2.252238	3.833040	1.534056	1.621639	6.595846	1.824036	5.204196	1.834629	1.720026	2.782063	5.011938	2.666827	1.635777	1.552078	1.939428	2.006009	1.900177	4.572710	3.077501	1.754275	2.967996	2.193928	1.539318	1.685257	4.001563	2.043303	1.993926	1.657345	1.674579	3.054551	3.630533	3.013332	1.604293	2.126211	1.528630
			1.973209	2.218563	9910.810715	1.850169	3.006665	1.999033	1.857044	3.518588	1.698310	1.711888	1.937070	2.120304	2.360132	1.509884	2.686939	1.671175	1.675976	2.711128	2.391827	8.296068	1.589290	4.001911	1.910715	3.059916	4.647283	2.170275	2.489228	2.283907	2.070894	2.350260	4.113028	1.568889	1.663299	7.282111	1.882477	5.674667	1.893985	1.769675	2.935504	5.454246	2.807674	1.678564	1.588293	2.008019	2.080636	1.965270	4.952366	3.264478	1.806781	3.142341	2.286263	1.574554	1.732045	4.303566	2.121367	2.067448	1.701866	1.720497	3.238862	3.884649	3.192878	1.644580	2.212055	1.563049
			2.165054	2.473522	34804.755860	2.012287	3.494225	2.197286	2.020787	4.177881	1.825650	1.842249	2.120045	2.349397	2.653676	1.597247	3.075092	1.792535	1.798390	3.106572	2.694215	11.074198	1.693053	4.835997	2.087293	3.564645	5.731680	2.412426	2.819250	2.556486	2.287274	2.641063	4.988891	1.668374	1.782938	9.549232	2.052270	7.192249	2.066534	1.913087	3.400388	6.875592	3.232606	1.801546	1.691845	2.208514	2.299507	2.155157	6.161198	3.836693	1.958741	3.673973	2.559483	1.675222	1.866922	5.252374	2.350735	2.282949	1.829996	1.852781	3.802496	4.675275	3.741199	1.760150	2.465277	1.661319
		fold down																																																																
			2.165054	2.473522	34804.755860	2.012287	3.494225	2.197286	2.020787	4.177881	1.825650	1.842249	2.120045	2.349397	2.653676	1.597247	3.075092	1.792535	1.798390	3.106572	2.694215	11.074198	1.693053	4.835997	2.087293	3.564645	5.731680	2.412426	2.819250	2.556486	2.287274	2.641063	4.988891	1.668374	1.782938	9.549232	2.052270	7.192249	2.066534	1.913087	3.400388	6.875592	3.232606	1.801546	1.691845	2.208514	2.299507	2.155157	6.161198	3.836693	1.958741	3.673973	2.559483	1.675222	1.866922	5.252374	2.350735	2.282949	1.829996	1.852781	3.802496	4.675275	3.741199	1.760150	2.465277	1.661319
			1.973209	2.218563	9910.810715	1.850169	3.006665	1.999033	1.857044	3.518588	1.698310	1.711888	1.937070	2.120304	2.360132	1.509884	2.686939	1.671175	1.675976	2.711128	2.391827	8.296068	1.589290	4.001911	1.910715	3.059916	4.647283	2.170275	2.489228	2.283907	2.070894	2.350260	4.113028	1.568889	1.663299	7.282111	1.882477	5.674667	1.893985	1.769675	2.935504	5.454246	2.807674	1.678564	1.588293	2.008019	2.080636	1.965270	4.952366	3.264478	1.806781	3.142341	2.286263	1.574554	1.732045	4.303566	2.121367	2.067448	1.701866	1.720497	3.238862	3.884649	3.192878	1.644580	2.212055	1.563049
			1.907470	2.132155	6264.521501	1.794279	2.846103	1.931181	1.800613	3.304684	1.654054	1.666617	1.874261	2.042330	2.261226	1.479185	2.557748	1.628933	1.633380	2.579620	2.290070	7.465570	1.553004	3.734583	1.850024	2.893977	4.304639	2.088037	2.378589	2.191780	1.997083	2.252238	3.833040	1.534056	1.621639	6.595846	1.824036	5.204196	1.834629	1.720026	2.782063	5.011938	2.666827	1.635777	1.552078	1.939428	2.006009	1.900177	4.572710	3.077501	1.754275	2.967996	2.193928	1.539318	1.685257	4.001563	2.043303	1.993926	1.657345	1.674579	3.054551	3.630533	3.013332	1.604293	2.126211	1.528630
			1.973209	2.218563	9910.810715	1.850169	3.006665	1.999033	1.857044	3.518588	1.698310	1.711888	1.937070	2.120304	2.360132	1.509884	2.686939	1.671175	1.675976	2.711128	2.391827	8.296068	1.589290	4.001911	1.910715	3.059916	4.647283	2.170275	2.489228	2.283907	2.070894	2.350260	4.113028	1.568889	1.663299	7.282111	1.882477	5.674667	1.893985	1.769675	2.935504	5.454246	2.807674	1.678564	1.588293	2.008019	2.080636	1.965270	4.952366	3.264478	1.806781	3.142341	2.286263	1.574554	1.732045	4.303566	2.121367	2.067448	1.701866	1.720497	3.238862	3.884649	3.192878	1.644580	2.212055	1.563049
			2.165054	2.473522	34804.755860	2.012287	3.494225	2.197286	2.020787	4.177881	1.825650	1.842249	2.120045	2.349397	2.653676	1.597247	3.075092	1.792535	1.798390	3.106572	2.694215	11.074198	1.693053	4.835997	2.087293	3.564645	5.731680	2.412426	2.819250	2.556486	2.287274	2.641063	4.988891	1.668374	1.782938	9.549232	2.052270	7.192249	2.066534	1.913087	3.400388	6.875592	3.232606	1.801546	1.691845	2.208514	2.299507	2.155157	6.161198	3.836693	1.958741	3.673973	2.559483	1.675222	1.866922	5.252374	2.350735	2.282949	1.829996	1.852781	3.802496	4.675275	3.741199	1.760150	2.465277	1.661319
																																																																		
			AHCY	AKR1C1	ALUsq(Eurogentec)	ARHGEF7	BIRC5	CAMTA1	CAMTA2	CD44	CDCA5	CDH5	CDKN3	CLSTN1	CPSG3	DDC	DPYSL3	ECEL1	ELAVL4	EPB41L3	EPHA5	EPN2	FYN	GNB1	HIVEP2	HMBS	HPRT1	IGSF4	INPP1	MAP2K4	MAP7	MAPT	MCM2	MRPL3	MTSS1	MYCN(4)	NHLH2	NM23A	NRCAM	NTRK1	ODC1	PAICS	PDE4DIP	PIK3R1	PLAGL1	PLAT	PMP22	PRAME	PRDM2	PRKACB	PRKCZ	PTN	PTPRF	PTPRH	PTPRN2	QPCT	SCG2	SDHA(1)	SLC25A5	SLC6A8	SNAPC1	TNFRSF	TYMS	UBC(2)	ULK2	WSB1
		detectable difference	2.033988	2.298893	14944.338297	1.901685	3.158090	2.061803	1.909067	3.721823	1.738937	1.753463	1.995089	2.192639	2.452350	1.537909	2.808135	1.709923	1.715055	2.834548	2.486764	9.117724	1.622497	4.257452	1.966741	3.216543	4.977139	2.246648	2.592646	2.369671	2.139290	2.441635	4.381017	1.600746	1.701506	7.956909	1.936388	6.131868	1.948755	1.815342	3.080051	5.883274	2.940078	1.717822	1.621434	2.071485	2.149804	2.025440	5.318949	3.441502	1.855122	3.307108	2.372225	1.606785	1.775037	4.593245	2.193786	2.135572	1.742741	1.762675	3.413296	4.127220	3.362689	1.681507	2.291848	1.594523
