		AHCY	AKR1C1	ALUsq(Eurogentec)	ARHGEF7	BIRC5	CAMTA1	CAMTA2	CD44	CDCA5	CDH5	CDKN3	CLSTN1	CPSG3	DDC	DPYSL3	ECEL1	ELAVL4	EPB41L3	EPHA5	EPN2	FYN	GNB1	HIVEP2	HMBS	HPRT1	IGSF4	INPP1	MAP2K4	MAP7	MAPT	MCM2	MRPL3	MTSS1	MYCN(4)	NHLH2	NM23A	NRCAM	NTRK1	ODC1	PAICS	PDE4DIP	PIK3R1	PLAGL1	PLAT	PMP22	PRAME	PRDM2	PRKACB	PRKCZ	PTN	PTPRF	PTPRH	PTPRN2	QPCT	SCG2	SDHA(1)	SLC25A5	SLC6A8	SNAPC1	TNFRSF	TYMS	UBC(2)	ULK2	WSB1
	SSbetween	26.172798	25.855509	4.077528	26.408399	28.245555	29.540734	26.329873	27.664847	26.812285	28.052491	28.668173	28.233369	26.637620	26.508268	27.938934	24.569414	26.359946	27.572289	27.574628	25.572555	25.920394	28.040486	26.570531	27.017169	26.352672	26.856045	26.168061	26.915458	25.144047	26.229412	28.010098	26.757163	29.108652	23.405312	26.071413	24.765938	27.695952	28.023742	28.631135	27.392147	25.941031	26.278623	27.674038	27.576578	29.829761	27.361129	26.750071	25.669281	27.103562	27.607155	24.275567	28.545519	27.228257	27.160367	26.900726	26.476963	25.398886	27.270121	27.192033	27.119993	27.707195	27.229626	25.893169	26.773897
																																																																	
	stexy	0.078948	0.038022	0.373766	0.062885	0.156382	0.088163	0.048504	0.118744	0.057144	0.073038	0.061752	0.096449	0.049425	0.041803	0.049033	0.026601	0.031559	0.086914	0.069089	0.066657	0.062474	0.067099	0.063153	0.043729	0.078397	0.041616	0.052515	0.082468	0.050820	0.074877	0.120800	0.047794	0.043701	0.067513	0.048429	0.130352	0.057231	0.061254	0.068857	0.075875	0.093055	0.044320	0.062809	0.069616	0.088943	0.067190	0.169906	0.068747	0.030859	0.068539	0.054981	0.054424	0.042326	0.052285	0.043581	0.071537	0.067266	0.041407	0.081065	0.070647	0.065722	0.055111	0.069382	0.045484
	SSres	0.081025	0.018794	1.816114	0.051408	0.317920	0.101046	0.030585	0.183301	0.042450	0.069349	0.049573	0.120932	0.031756	0.022718	0.031255	0.009199	0.012948	0.098203	0.062052	0.057762	0.050739	0.058530	0.051847	0.024859	0.079900	0.022514	0.035852	0.088413	0.033575	0.072886	0.189704	0.029696	0.024828	0.059254	0.030490	0.220892	0.042580	0.048776	0.061637	0.074841	0.112570	0.025535	0.051285	0.063003	0.102840	0.058688	0.375286	0.061441	0.012379	0.061069	0.039298	0.038506	0.023290	0.035538	0.024691	0.066527	0.058821	0.022289	0.085429	0.064884	0.056152	0.039484	0.062580	0.026894
	SSregression	26.165760	25.854155	3.458176	26.404645	28.235769	29.532591	26.321787	27.651358	26.809481	28.026290	28.660568	28.231532	26.626835	26.497582	27.929804	24.566774	26.355914	27.564415	27.561451	25.542317	25.913077	28.017358	26.559265	27.014531	26.335054	26.842836	26.147288	26.907907	25.131623	26.226031	27.979265	26.751915	29.101600	23.355626	26.060598	24.687496	27.687666	28.016261	28.612385	27.372935	25.927101	26.271231	27.672042	27.526452	29.819976	27.327624	26.706956	25.643170	27.099162	27.597383	24.268896	28.528876	27.221017	27.149755	26.890684	26.472578	25.371888	27.258689	27.181780	27.114678	27.685515	27.199933	25.886037	26.757779
	SSderivation	0.007039	0.001353	0.619352	0.003754	0.009786	0.008143	0.008086	0.013489	0.002804	0.026201	0.007605	0.001837	0.010785	0.010687	0.009130	0.002640	0.004032	0.007875	0.013177	0.030237	0.007317	0.023128	0.011267	0.002638	0.017618	0.013209	0.020774	0.007551	0.012424	0.003381	0.030833	0.005248	0.007051	0.049687	0.010815	0.078442	0.008285	0.007481	0.018750	0.019212	0.013931	0.007392	0.001997	0.050126	0.009785	0.033505	0.043115	0.026112	0.004399	0.009772	0.006671	0.016643	0.007240	0.010611	0.010042	0.004385	0.026998	0.011431	0.010253	0.005316	0.021680	0.029693	0.007132	0.016118
																																																																	
16		SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS	SS
	between	26.172798	25.855509	4.077528	26.408399	28.245555	29.540734	26.329873	27.664847	26.812285	28.052491	28.668173	28.233369	26.637620	26.508268	27.938934	24.569414	26.359946	27.572289	27.574628	25.572555	25.920394	28.040486	26.570531	27.017169	26.352672	26.856045	26.168061	26.915458	25.144047	26.229412	28.010098	26.757163	29.108652	23.405312	26.071413	24.765938	27.695952	28.023742	28.631135	27.392147	25.941031	26.278623	27.674038	27.576578	29.829761	27.361129	26.750071	25.669281	27.103562	27.607155	24.275567	28.545519	27.228257	27.160367	26.900726	26.476963	25.398886	27.270121	27.192033	27.119993	27.707195	27.229626	25.893169	26.773897
	regression	26.165760	25.854155	3.458176	26.404645	28.235769	29.532591	26.321787	27.651358	26.809481	28.026290	28.660568	28.231532	26.626835	26.497582	27.929804	24.566774	26.355914	27.564415	27.561451	25.542317	25.913077	28.017358	26.559265	27.014531	26.335054	26.842836	26.147288	26.907907	25.131623	26.226031	27.979265	26.751915	29.101600	23.355626	26.060598	24.687496	27.687666	28.016261	28.612385	27.372935	25.927101	26.271231	27.672042	27.526452	29.819976	27.327624	26.706956	25.643170	27.099162	27.597383	24.268896	28.528876	27.221017	27.149755	26.890684	26.472578	25.371888	27.258689	27.181780	27.114678	27.685515	27.199933	25.886037	26.757779
	derivation	0.007039	0.001353	0.619352	0.003754	0.009786	0.008143	0.008086	0.013489	0.002804	0.026201	0.007605	0.001837	0.010785	0.010687	0.009130	0.002640	0.004032	0.007875	0.013177	0.030237	0.007317	0.023128	0.011267	0.002638	0.017618	0.013209	0.020774	0.007551	0.012424	0.003381	0.030833	0.005248	0.007051	0.049687	0.010815	0.078442	0.008285	0.007481	0.018750	0.019212	0.013931	0.007392	0.001997	0.050126	0.009785	0.033505	0.043115	0.026112	0.004399	0.009772	0.006671	0.016643	0.007240	0.010611	0.010042	0.004385	0.026998	0.011431	0.010253	0.005316	0.021680	0.029693	0.007132	0.016118
	within	0.073987	0.017441	1.196761	0.047654	0.308134	0.092903	0.022499	0.169812	0.039646	0.043148	0.041968	0.119095	0.020972	0.012031	0.022125	0.006558	0.008916	0.090328	0.048875	0.027524	0.043422	0.035402	0.040581	0.022221	0.062281	0.009306	0.015078	0.080862	0.021151	0.069505	0.158871	0.024447	0.017776	0.009567	0.019675	0.142450	0.034295	0.041295	0.042886	0.055628	0.098639	0.018143	0.049289	0.012877	0.093055	0.025183	0.332171	0.035329	0.007980	0.051297	0.032626	0.021862	0.016049	0.024927	0.014648	0.062142	0.031823	0.010858	0.075176	0.059568	0.034473	0.009791	0.055449	0.010776
																																																																	
		df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df	df
	between	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
	regression	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
	derivation	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
	within	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
																																																																	
		MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS	MS
	between	6.543200	6.463877	1.019382	6.602100	7.061389	7.385184	6.582468	6.916212	6.703071	7.013123	7.167043	7.058342	6.659405	6.627067	6.984734	6.142354	6.589986	6.893072	6.893657	6.393139	6.480098	7.010122	6.642633	6.754292	6.588168	6.714011	6.542015	6.728865	6.286012	6.557353	7.002525	6.689291	7.277163	5.851328	6.517853	6.191484	6.923988	7.005935	7.157784	6.848037	6.485258	6.569656	6.918510	6.894144	7.457440	6.840282	6.687518	6.417320	6.775890	6.901789	6.068892	7.136380	6.807064	6.790092	6.725182	6.619241	6.349721	6.817530	6.798008	6.779998	6.926799	6.807406	6.473292	6.693474
	regression	26.165760	25.854155	3.458176	26.404645	28.235769	29.532591	26.321787	27.651358	26.809481	28.026290	28.660568	28.231532	26.626835	26.497582	27.929804	24.566774	26.355914	27.564415	27.561451	25.542317	25.913077	28.017358	26.559265	27.014531	26.335054	26.842836	26.147288	26.907907	25.131623	26.226031	27.979265	26.751915	29.101600	23.355626	26.060598	24.687496	27.687666	28.016261	28.612385	27.372935	25.927101	26.271231	27.672042	27.526452	29.819976	27.327624	26.706956	25.643170	27.099162	27.597383	24.268896	28.528876	27.221017	27.149755	26.890684	26.472578	25.371888	27.258689	27.181780	27.114678	27.685515	27.199933	25.886037	26.757779
	Linearity: MS derivation	0.002346	0.000451	0.206451	0.001251	0.003262	0.002714	0.002695	0.004496	0.000935	0.008734	0.002535	0.000612	0.003595	0.003562	0.003043	0.000880	0.001344	0.002625	0.004392	0.010079	0.002439	0.007709	0.003756	0.000879	0.005873	0.004403	0.006925	0.002517	0.004141	0.001127	0.010278	0.001749	0.002350	0.016562	0.003605	0.026147	0.002762	0.002494	0.006250	0.006404	0.004644	0.002464	0.000666	0.016709	0.003262	0.011168	0.014372	0.008704	0.001466	0.003257	0.002224	0.005548	0.002413	0.003537	0.003347	0.001462	0.008999	0.003810	0.003418	0.001772	0.007227	0.009898	0.002377	0.005373
	Reproducibility: MS within	0.007399	0.001744	0.119676	0.004765	0.030813	0.009290	0.002250	0.016981	0.003965	0.004315	0.004197	0.011910	0.002097	0.001203	0.002213	0.000656	0.000892	0.009033	0.004888	0.002752	0.004342	0.003540	0.004058	0.002222	0.006228	0.000931	0.001508	0.008086	0.002115	0.006951	0.015887	0.002445	0.001778	0.000957	0.001967	0.014245	0.003429	0.004130	0.004289	0.005563	0.009864	0.001814	0.004929	0.001288	0.009305	0.002518	0.033217	0.003533	0.000798	0.005130	0.003263	0.002186	0.001605	0.002493	0.001465	0.006214	0.003182	0.001086	0.007518	0.005957	0.003447	0.000979	0.005545	0.001078
